,name,bus,P1,Q1,P2,Q2,P3,Q3
1206,,m1125955,0.0,0.0,0.0,0.0,0.0,0.0
1207,,m1125957,0.0,0.0,0.0,0.0,0.0,0.0
1208,260572c0b,l3236004,0.0,0.0,0.0,0.0,6.1,1.52
1209,,m1125959,0.0,0.0,0.0,0.0,0.0,0.0
1210,,m1125961,0.0,0.0,0.0,0.0,0.0,0.0
1211,,p903490,0.0,0.0,0.0,0.0,0.0,0.0
1212,,p829956,0.0,0.0,0.0,0.0,0.0,0.0
1213,,p830058,0.0,0.0,0.0,0.0,0.0,0.0
1214,,m1166370,0.0,0.0,0.0,0.0,0.0,0.0
1215,260620c0b,l3067506,0.0,0.0,0.0,0.0,4.07,1.02
1216,391978c0b,l3141402,0.0,0.0,0.0,0.0,10.17,2.55
1217,338923c0b,l3178972,0.0,0.0,0.0,0.0,20.34,5.1
1218,260558c0b,l3160861,0.0,0.0,0.0,0.0,4.07,1.02
1219,355438c0b,l2673323,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1220,,m1069227,0.0,0.0,0.0,0.0,0.0,0.0
1221,302861c0b,l2748133,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1222,302862c0b,l3085399,0.0,0.0,0.0,0.0,6.1,1.53
1223,,p827503,0.0,0.0,0.0,0.0,0.0,0.0
1224,,m1069484,0.0,0.0,0.0,0.0,0.0,0.0
1225,338957c0b,l2785517,0.0,0.0,0.0,0.0,4.07,1.02
1226,,n1137994,0.0,0.0,0.0,0.0,0.0,0.0
1227,,m1009809,0.0,0.0,0.0,0.0,0.0,0.0
1228,302804c0b,l3141399,0.0,0.0,0.0,0.0,15.26,3.82
1229,,m1069210,0.0,0.0,0.0,0.0,0.0,0.0
1230,355437c0b,l2710525,0.0,0.0,0.0,0.0,10.17,2.55
1231,302813c0b,l3010567,0.0,0.0,0.0,0.0,6.1,1.53
1232,138258c0b,l2991911,0.0,0.0,0.0,0.0,6.1,1.53
1233,138259c0b,l2973158,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
1234,138650c0b,l2710510,0.0,0.0,0.0,0.0,4.07,1.02
1235,138651c0b,l3197628,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1236,260553c0b,l2711225,0.0,0.0,0.0,0.0,6.1,1.53
1237,260554c0b,l3030200,0.0,0.0,0.0,0.0,6.1,1.53
1238,337633c0b,l2729406,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1239,337634c0b,l2897768,0.0,0.0,0.0,0.0,10.17,2.55
1240,227653310c0b,l2746587,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1241,,n1147858,0.0,0.0,0.0,0.0,0.0,0.0
1242,338962c0b,l2748125,0.0,0.0,0.0,0.0,10.17,2.54
1243,338963c0b,l2673303,0.0,0.0,0.0,0.0,6.1,1.53
1244,260517c0b,l2767408,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1245,260529c0b,l3217053,0.0,0.0,0.0,0.0,4.07,1.02
1246,2044328c0b,l2785524,0.0,0.0,0.0,0.0,6.1,1.53
1247,,m1069201,0.0,0.0,0.0,0.0,0.0,0.0
1248,302509c0b,l2804261,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1249,302510c0b,l3178980,0.0,0.0,0.0,0.0,6.1,1.53
1250,,m1108354,0.0,0.0,0.0,0.0,0.0,0.0
1251,274986c0b,l2822865,0.0,0.0,0.0,0.0,4.07,1.02
1252,275007c0b,l2916606,0.0,0.0,0.0,0.0,6.1,1.53
1253,302834c0b,l2841625,0.0,0.0,0.0,0.0,4.07,1.02
1254,138776c0b,l3010566,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1255,356795c0b,l2842330,0.0,0.0,0.0,0.0,10.17,2.55
1256,356794c0b,l3086002,0.0,0.0,0.0,0.0,10.17,2.54
1257,2127390c0b,l2860486,0.0,0.0,0.0,0.0,6.1,1.53
1258,338960c0b,l2897767,0.0,0.0,0.0,0.0,10.17,2.54
1259,338961c0b,l3254208,0.0,0.0,0.0,0.0,10.170000000000002,2.54
1260,302508c0b,l2897779,0.0,0.0,0.0,0.0,10.17,2.55
1261,260621c0b,l2898515,0.0,0.0,0.0,0.0,10.17,2.55
1262,,m1166387,0.0,0.0,0.0,0.0,0.0,0.0
1263,274985c0b,l2822864,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1264,251858c0b,l2861158,0.0,0.0,0.0,0.0,10.17,2.55
1265,338959c0b,l2954344,0.0,0.0,0.0,0.0,10.17,2.55
1266,302809c0b,l2954350,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1267,,m1069206,0.0,0.0,0.0,0.0,0.0,0.0
1268,229106135c0b,l2991640,0.0,0.0,0.0,0.0,4.07,1.02
1269,,m1089160,0.0,0.0,0.0,0.0,0.0,0.0
1270,355433c0b,l2991933,0.0,0.0,0.0,0.0,20.34,5.09
1271,355432c0b,l3122837,0.0,0.0,0.0,0.0,15.26,3.83
1272,21399619c0b,l2991943,0.0,0.0,0.0,0.0,10.17,2.55
1273,,m1047319,0.0,0.0,0.0,0.0,0.0,0.0
1274,,l3027156,0.0,0.0,0.0,0.0,0.0,0.0
1275,338908c0b,l2860481,0.0,0.0,0.0,0.0,4.07,1.02
1276,260576c0b,l3030126,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1277,260581c0b,l3254870,0.0,0.0,0.0,0.0,10.17,2.55
1278,260639c0b,l3030203,0.0,0.0,0.0,0.0,10.17,2.55
1279,260640c0b,l3179673,0.0,0.0,0.0,0.0,6.1,1.53
1280,351020c0b,l3045895,0.0,0.0,0.0,0.0,10.17,2.54
1281,,m1108329,0.0,0.0,0.0,0.0,0.0,0.0
1282,293490c0b,l3048230,0.0,0.0,0.0,0.0,10.17,2.54
1283,337659c0b,l3066810,0.0,0.0,0.0,0.0,10.17,2.55
1284,337660c0b,l2897769,0.0,0.0,0.0,0.0,10.17,2.54
1285,,m1166386,0.0,0.0,0.0,0.0,0.0,0.0
1286,226193737c0b,l3082981,0.0,0.0,0.0,0.0,6.1,1.53
1287,,m1108368,0.0,0.0,0.0,0.0,0.0,0.0
1288,,m1126031,0.0,0.0,0.0,0.0,0.0,0.0
1289,,l3101827,0.0,0.0,0.0,0.0,0.0,0.0
1290,,m1108540,0.0,0.0,0.0,0.0,0.0,0.0
1291,355779c0b,l3122817,0.0,0.0,0.0,0.0,6.1,1.53
1292,355778c0b,l2673314,0.0,0.0,0.0,0.0,4.07,1.02
1293,355431c0b,l3048222,0.0,0.0,0.0,0.0,15.26,3.83
1294,226192954c0b,l3157708,0.0,0.0,0.0,0.0,6.1,1.53
1295,,n1137991,0.0,0.0,0.0,0.0,0.0,0.0
1296,260638c0b,l3160871,0.0,0.0,0.0,0.0,10.17,2.54
1297,260511c0b,l3160878,0.0,0.0,0.0,0.0,6.1,1.53
1298,260513c0b,l2917336,0.0,0.0,0.0,0.0,6.1,1.53
1299,302810c0b,l3178977,0.0,0.0,0.0,0.0,6.1,1.53
1300,302811c0b,l3160105,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1301,293422c0b,l3178997,0.0,0.0,0.0,0.0,6.1,1.53
1302,,m1026363,0.0,0.0,0.0,0.0,0.0,0.0
1303,207292c0b,l3179682,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1304,207291c0b,l2786274,0.0,0.0,0.0,0.0,10.17,2.55
1305,337626c0b,l3216343,0.0,0.0,0.0,0.0,10.17,2.55
1306,,m3037455,0.0,0.0,0.0,0.0,0.0,0.0
1307,356796c0b,l3235945,0.0,0.0,0.0,0.0,10.17,2.55
1308,2223703238c0b,l3342743,0.0,0.0,0.0,0.0,4.07,1.02
1309,,m1026883,0.0,0.0,0.0,0.0,0.0,0.0
1310,226192175c0b,l3214055,0.0,0.0,0.0,0.0,6.1,1.53
1311,,m1026703,0.0,0.0,0.0,0.0,0.0,0.0
1312,293665c0b,l2973166,0.0,0.0,0.0,0.0,10.17,2.55
1313,,m1026784,0.0,0.0,0.0,0.0,0.0,0.0
1314,,n1140523,0.0,0.0,0.0,0.0,0.0,0.0
1315,,p827511,0.0,0.0,0.0,0.0,0.0,0.0
1316,,m1026898,0.0,0.0,0.0,0.0,0.0,0.0
1317,,n1147863,0.0,0.0,0.0,0.0,0.0,0.0
1318,,m1027014,0.0,0.0,0.0,0.0,0.0,0.0
1319,293424c0b,l2766750,0.0,0.0,0.0,0.0,15.260000000000002,3.83
1320,,l2766728,0.0,0.0,0.0,0.0,0.0,0.0
1321,,m1047318,0.0,0.0,0.0,0.0,0.0,0.0
1322,293492c0b,l2841637,0.0,0.0,0.0,0.0,10.17,2.55
1323,,m1047478,0.0,0.0,0.0,0.0,0.0,0.0
1324,337713c0b,l2766716,0.0,0.0,0.0,0.0,6.1,1.53
1325,,p827505,0.0,0.0,0.0,0.0,0.0,0.0
1326,,p901913,0.0,0.0,0.0,0.0,0.0,0.0
1327,,p827512,0.0,0.0,0.0,0.0,0.0,0.0
1328,338915c0b,l2954345,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1329,,n1137987,0.0,0.0,0.0,0.0,0.0,0.0
1330,,n1137989,0.0,0.0,0.0,0.0,0.0,0.0
1331,138641c0b,l2841638,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1332,138647c0b,l3254210,0.0,0.0,0.0,0.0,6.1,1.53
1333,138343c0b,l3010565,0.0,0.0,0.0,0.0,4.07,1.02
1334,138372c0b,l3104126,0.0,0.0,0.0,0.0,4.07,1.02
1335,302812c0b,l2691945,0.0,0.0,0.0,0.0,10.17,2.55
1336,,m1069218,0.0,0.0,0.0,0.0,0.0,0.0
1337,302805c0b,l2954351,0.0,0.0,0.0,0.0,6.1,1.52
1338,337643c0b,l2897806,0.0,0.0,0.0,0.0,6.1,1.53
1339,,p901932,0.0,0.0,0.0,0.0,0.0,0.0
1340,,m3037540,0.0,0.0,0.0,0.0,0.0,0.0
1341,274999c0b,l2935550,0.0,0.0,0.0,0.0,10.17,2.55
1342,,m1089163,0.0,0.0,0.0,0.0,0.0,0.0
1343,337623c0b,l3197626,0.0,0.0,0.0,0.0,6.1,1.53
1344,337624c0b,l3066807,0.0,0.0,0.0,0.0,4.07,1.02
1345,337625c0b,l3197627,0.0,0.0,0.0,0.0,10.17,2.55
1346,337630c0b,l3085392,0.0,0.0,0.0,0.0,6.1,1.53
1347,,p860843,0.0,0.0,0.0,0.0,0.0,0.0
1348,274903c0b,l2935552,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1349,,m1108334,0.0,0.0,0.0,0.0,0.0,0.0
1350,351021c0b,l2692664,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1351,274987c0b,l2916605,0.0,0.0,0.0,0.0,6.1,1.52
1352,274988c0b,l3085394,0.0,0.0,0.0,0.0,6.1,1.53
1353,,m1108350,0.0,0.0,0.0,0.0,0.0,0.0
1354,,m1108360,0.0,0.0,0.0,0.0,0.0,0.0
1355,350994c0b,l3048968,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
1356,337627c0b,l3085393,0.0,0.0,0.0,0.0,10.17,2.55
1357,,m1108524,0.0,0.0,0.0,0.0,0.0,0.0
1358,,n1136031,0.0,0.0,0.0,0.0,0.0,0.0
1359,,p829796,0.0,0.0,0.0,0.0,0.0,0.0
1360,,p895107,0.0,0.0,0.0,0.0,0.0,0.0
1361,356793c0b,l3179608,0.0,0.0,0.0,0.0,15.26,3.83
1362,251855c0b,l2730107,0.0,0.0,0.0,0.0,10.17,2.54
1363,,p829962,0.0,0.0,0.0,0.0,0.0,0.0
1364,,m1142833,0.0,0.0,0.0,0.0,0.0,0.0
1365,,m1142835,0.0,0.0,0.0,0.0,0.0,0.0
1366,260518c0b,l3104853,0.0,0.0,0.0,0.0,10.17,2.55
1367,,n1141480,0.0,0.0,0.0,0.0,0.0,0.0
1368,,p829975,0.0,0.0,0.0,0.0,0.0,0.0
1369,260625c0b,l3048966,0.0,0.0,0.0,0.0,6.1,1.52
1370,260622c0b,l3198347,0.0,0.0,0.0,0.0,6.1,1.53
1371,260624c0b,l3048946,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1372,,m1166398,0.0,0.0,0.0,0.0,0.0,0.0
1373,251865c0b,l3142050,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
1374,,m1209795,0.0,0.0,0.0,0.0,0.0,0.0
1375,223655c0b,l2936268,0.0,0.0,0.0,0.0,6.1,1.52
1376,,l2839332,0.0,0.0,0.0,0.0,0.0,0.0
1377,391979c0b,l3197642,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1378,260528c0b,l3217052,0.0,0.0,0.0,0.0,10.17,2.55
1379,260532c0b,l3086074,0.0,0.0,0.0,0.0,6.1,1.53
1380,275001c0b,l2822862,0.0,0.0,0.0,0.0,6.1,1.53
1381,,m4113345,0.0,0.0,0.0,0.0,0.0,0.0
1382,338944c0b,l3197640,0.0,0.0,0.0,0.0,4.069999999999999,1.02
1383,339044c0b,l3197625,0.0,0.0,0.0,0.0,6.1,1.53
1384,,n1136359,0.0,0.0,0.0,0.0,0.0,0.0
1385,226193838c0b,l3008237,0.0,0.0,0.0,0.0,10.17,2.55
1386,,n1136994,0.0,0.0,0.0,0.0,0.0,0.0
1387,338931c0b,l2785521,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
1388,,n1137958,0.0,0.0,0.0,0.0,0.0,0.0
1389,338899c0b,l3122814,0.0,0.0,0.0,0.0,6.1,1.52
1390,294786c0b,l2766724,0.0,0.0,0.0,0.0,6.1,1.53
1391,,n1140527,0.0,0.0,0.0,0.0,0.0,0.0
1392,,p895113,0.0,0.0,0.0,0.0,0.0,0.0
1393,,n1142107,0.0,0.0,0.0,0.0,0.0,0.0
1394,,p859694,0.0,0.0,0.0,0.0,0.0,0.0
1395,,n1140821,0.0,0.0,0.0,0.0,0.0,0.0
1396,293658c0b,l3189188,0.0,0.0,0.0,0.0,20.34,5.1
1397,337714c0b,l3254209,0.0,0.0,0.0,0.0,15.26,3.82
1398,138374c0b,l2691950,0.0,0.0,0.0,0.0,10.169999999999998,2.5500000000000003
1399,138346c0b,l2916609,0.0,0.0,0.0,0.0,6.1,1.53
1400,275000c0b,l2710509,0.0,0.0,0.0,0.0,6.1,1.53
1401,,m1108364,0.0,0.0,0.0,0.0,0.0,0.0
1402,227678342c0b,l2727795,0.0,0.0,0.0,0.0,6.1,1.53
1403,228445756c0b,l2972704,0.0,0.0,0.0,0.0,6.1,1.53
1404,,m4122657,0.0,0.0,0.0,0.0,0.0,0.0
1405,337712c0b,l3235245,0.0,0.0,0.0,0.0,6.1,1.53
1406,321886c0b,l2766746,0.0,0.0,0.0,0.0,10.17,2.55
1407,,m1027073,0.0,0.0,0.0,0.0,0.0,0.0
1408,226191778c0b,l2820528,0.0,0.0,0.0,0.0,10.17,2.55
1409,226191779c0b,l2745799,0.0,0.0,0.0,0.0,10.17,2.55
1410,275002c0b,l3066806,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1411,21399171c0b,l2822870,0.0,0.0,0.0,0.0,6.1,1.53
1412,21399220c0b,l2766725,0.0,0.0,0.0,0.0,6.1,1.53
1413,2127090c0b,l2954352,0.0,0.0,0.0,0.0,10.17,2.55
1414,21395720c0b,l2860492,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1415,321893c0b,l2841645,0.0,0.0,0.0,0.0,10.17,2.54
1416,321894c0b,l3066829,0.0,0.0,0.0,0.0,10.17,2.55
1417,,l2895496,0.0,0.0,0.0,0.0,0.0,0.0
1418,,m1142873,0.0,0.0,0.0,0.0,0.0,0.0
1419,2224490448c0b,l3778577,0.0,0.0,0.0,0.0,10.17,2.54
1420,21357984c0b,l2897790,0.0,0.0,0.0,0.0,10.17,2.54
1421,441854c0b,l2935566,0.0,0.0,0.0,0.0,10.17,2.55
1422,226192890c0b,l2933120,0.0,0.0,0.0,0.0,15.26,3.83
1423,338964c0b,l3104117,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
1424,227411650c0b,l2937757,0.0,0.0,0.0,0.0,10.17,2.55
1425,262075c0b,l3067448,0.0,0.0,0.0,0.0,10.17,2.55
1426,356797c0b,l2955006,0.0,0.0,0.0,0.0,10.17,2.55
1427,356798c0b,l2692600,0.0,0.0,0.0,0.0,10.17,2.55
1428,2212371533c0b,l3263051,0.0,0.0,0.0,0.0,10.170000000000002,2.55
1429,138342c0b,l2897775,0.0,0.0,0.0,0.0,10.17,2.55
1430,338966c0b,l3029505,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1431,338967c0b,l2673318,0.0,0.0,0.0,0.0,10.17,2.55
1432,274997c0b,l3048228,0.0,0.0,0.0,0.0,10.17,2.55
1433,2148060c0b,l2991940,0.0,0.0,0.0,0.0,6.1,1.53
1434,225906836c0b,l2763407,0.0,0.0,0.0,0.0,10.17,2.55
1435,,m1069494,0.0,0.0,0.0,0.0,0.0,0.0
1436,321890c0b,l3104118,0.0,0.0,0.0,0.0,15.260000000000002,3.83
1437,321891c0b,l2748126,0.0,0.0,0.0,0.0,10.170000000000002,2.55
1438,337655c0b,l3141396,0.0,0.0,0.0,0.0,6.1,1.53
1439,337654c0b,l3066808,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1440,21387206c0b,l3235251,0.0,0.0,0.0,0.0,6.1,1.53
1441,21386143c0b,l3160862,0.0,0.0,0.0,0.0,6.1,1.53
1442,260561c0b,l3104850,0.0,0.0,0.0,0.0,10.170000000000002,2.55
1443,338932c0b,l3197661,0.0,0.0,0.0,0.0,6.1,1.53
1444,21397121c0b,l3122848,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1445,350993c0b,l3198356,0.0,0.0,0.0,0.0,6.1,1.53
1446,,m1108345,0.0,0.0,0.0,0.0,0.0,0.0
1447,321888c0b,l3235241,0.0,0.0,0.0,0.0,10.17,2.55
1448,321887c0b,l2691941,0.0,0.0,0.0,0.0,10.17,2.55
1449,21380500c0b,l3235242,0.0,0.0,0.0,0.0,10.17,2.55
1450,,m1089195,0.0,0.0,0.0,0.0,0.0,0.0
1451,321892c0b,l3235267,0.0,0.0,0.0,0.0,10.17,2.55
1452,,m1027068,0.0,0.0,0.0,0.0,0.0,0.0
1453,138716c0b,l3254219,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1454,138717c0b,l3254220,0.0,0.0,0.0,0.0,10.17,2.55
1455,,m1125943,0.0,0.0,0.0,0.0,0.0,0.0
1456,,m1069199,0.0,0.0,0.0,0.0,0.0,0.0
1457,2224061203c0b,l3552667,0.0,0.0,0.0,0.0,10.17,2.55
1458,2149184c0b,l3141395,0.0,0.0,0.0,0.0,10.17,2.55
1459,21399326c0b,l2879092,0.0,0.0,0.0,0.0,10.170000000000002,2.54
1460,,n1141475,0.0,0.0,0.0,0.0,0.0,0.0
1461,,n1140832,0.0,0.0,0.0,0.0,0.0,0.0
1462,,m1026705,0.0,0.0,0.0,0.0,0.0,0.0
1463,293666c0b,l2710532,0.0,0.0,0.0,0.0,4.07,1.02
1464,,n1140829,0.0,0.0,0.0,0.0,0.0,0.0
1465,,n1140822,0.0,0.0,0.0,0.0,0.0,0.0
1466,,p827561,0.0,0.0,0.0,0.0,0.0,0.0
1467,,n1140522,0.0,0.0,0.0,0.0,0.0,0.0
1468,,n1140520,0.0,0.0,0.0,0.0,0.0,0.0
1469,,n1147860,0.0,0.0,0.0,0.0,0.0,0.0
1470,,n1147861,0.0,0.0,0.0,0.0,0.0,0.0
1471,355943c0b,l2785529,0.0,0.0,0.0,0.0,10.17,2.55
1472,,p895409,0.0,0.0,0.0,0.0,0.0,0.0
1473,,m1026895,0.0,0.0,0.0,0.0,0.0,0.0
1474,,l3270853,0.0,0.0,0.0,0.0,0.0,0.0
1475,2099529c0b,l3235268,0.0,0.0,0.0,0.0,10.17,2.55
1476,,m1027066,0.0,0.0,0.0,0.0,0.0,0.0
1477,,m1027071,0.0,0.0,0.0,0.0,0.0,0.0
1478,21455388c0b,l2879089,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
1479,293427c0b,l3104157,0.0,0.0,0.0,0.0,10.17,2.55
1480,302672c0b,l3254205,0.0,0.0,0.0,0.0,10.17,2.55
1481,2129399c0b,l2991921,0.0,0.0,0.0,0.0,10.17,2.55
1482,,n1136661,0.0,0.0,0.0,0.0,0.0,0.0
1483,,n1137996,0.0,0.0,0.0,0.0,0.0,0.0
1484,21396606c0b,l2785525,0.0,0.0,0.0,0.0,10.17,2.54
1485,302803c0b,l3085400,0.0,0.0,0.0,0.0,10.17,2.55
1486,,m1069312,0.0,0.0,0.0,0.0,0.0,0.0
1487,,m1069335,0.0,0.0,0.0,0.0,0.0,0.0
1488,,p827564,0.0,0.0,0.0,0.0,0.0,0.0
1489,,m1069348,0.0,0.0,0.0,0.0,0.0,0.0
1490,,m1069356,0.0,0.0,0.0,0.0,0.0,0.0
1491,,m1069363,0.0,0.0,0.0,0.0,0.0,0.0
1492,,m1069364,0.0,0.0,0.0,0.0,0.0,0.0
1493,,m1069365,0.0,0.0,0.0,0.0,0.0,0.0
1494,275008c0b,l3235243,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1495,,m1069437,0.0,0.0,0.0,0.0,0.0,0.0
1496,,n1139259,0.0,0.0,0.0,0.0,0.0,0.0
1497,,n1139258,0.0,0.0,0.0,0.0,0.0,0.0
1498,,p827575,0.0,0.0,0.0,0.0,0.0,0.0
1499,,p827507,0.0,0.0,0.0,0.0,0.0,0.0
1500,,m1069489,0.0,0.0,0.0,0.0,0.0,0.0
1501,226194262c0b,l2745806,0.0,0.0,0.0,0.0,10.17,2.55
1502,,m1069548,0.0,0.0,0.0,0.0,0.0,0.0
1503,,n1136358,0.0,0.0,0.0,0.0,0.0,0.0
1504,,n1136357,0.0,0.0,0.0,0.0,0.0,0.0
1505,,p901931,0.0,0.0,0.0,0.0,0.0,0.0
1506,,p860892,0.0,0.0,0.0,0.0,0.0,0.0
1507,337631c0b,l3029497,0.0,0.0,0.0,0.0,4.07,1.02
1508,293608c0b,l2673306,0.0,0.0,0.0,0.0,10.170000000000002,2.55
1509,442373c0b,l3141393,0.0,0.0,0.0,0.0,10.17,2.55
1510,,p895089,0.0,0.0,0.0,0.0,0.0,0.0
1511,21393486c0b,l2898526,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1512,225897943c0b,l2875754,0.0,0.0,0.0,0.0,20.34,5.1
1513,,m1108347,0.0,0.0,0.0,0.0,0.0,0.0
1514,,m1108355,0.0,0.0,0.0,0.0,0.0,0.0
1515,,m1108352,0.0,0.0,0.0,0.0,0.0,0.0
1516,,m1108356,0.0,0.0,0.0,0.0,0.0,0.0
1517,21325725c0b,l2842390,0.0,0.0,0.0,0.0,6.1,1.52
1518,21393570c0b,l2674052,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1519,2128007c0b,l2897766,0.0,0.0,0.0,0.0,10.17,2.55
1520,337628c0b,l2897770,0.0,0.0,0.0,0.0,10.17,2.55
1521,,m1108375,0.0,0.0,0.0,0.0,0.0,0.0
1522,2147899c0b,l3160793,0.0,0.0,0.0,0.0,6.1,1.53
1523,,m1108508,0.0,0.0,0.0,0.0,0.0,0.0
1524,225533215c0b,l3097861,0.0,0.0,0.0,0.0,4.07,1.02
1525,,m1108514,0.0,0.0,0.0,0.0,0.0,0.0
1526,,m1108520,0.0,0.0,0.0,0.0,0.0,0.0
1527,339043c0b,l2804277,0.0,0.0,0.0,0.0,10.17,2.55
1528,,p895075,0.0,0.0,0.0,0.0,0.0,0.0
1529,,m1125974,0.0,0.0,0.0,0.0,0.0,0.0
1530,,m1125979,0.0,0.0,0.0,0.0,0.0,0.0
1531,21386065c0b,l2917255,0.0,0.0,0.0,0.0,10.17,2.55
1532,,p895111,0.0,0.0,0.0,0.0,0.0,0.0
1533,,m1166358,0.0,0.0,0.0,0.0,0.0,0.0
1534,21390038c0b,l3030205,0.0,0.0,0.0,0.0,10.17,2.55
1535,,m1166364,0.0,0.0,0.0,0.0,0.0,0.0
1536,21386442c0b,l3179637,0.0,0.0,0.0,0.0,15.26,3.83
1537,,n1138606,0.0,0.0,0.0,0.0,0.0,0.0
1538,226195194c0b,l3027124,0.0,0.0,0.0,0.0,10.17,2.55
1539,339017c0b,l2729423,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
1540,,n1137956,0.0,0.0,0.0,0.0,0.0,0.0
1541,338968c0b,l3178979,0.0,0.0,0.0,0.0,15.26,3.82
1542,,n1137998,0.0,0.0,0.0,0.0,0.0,0.0
1543,21474614c0b,l2710543,0.0,0.0,0.0,0.0,10.17,2.55
1544,,n1139543,0.0,0.0,0.0,0.0,0.0,0.0
1545,338943c0b,l2729410,0.0,0.0,0.0,0.0,10.17,2.55
1546,293659c0b,l2935560,0.0,0.0,0.0,0.0,6.1,1.52
1547,391976c0b,l2841631,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1548,,m1009655,0.0,0.0,0.0,0.0,0.0,0.0
1549,227896008c0b,l3177881,0.0,0.0,0.0,0.0,10.17,2.55
1550,2120183c0b,l3122818,0.0,0.0,0.0,0.0,10.17,2.55
1551,,p1197121,0.0,0.0,0.0,0.0,0.0,0.0
1552,260569c0b,l3104796,0.0,0.0,0.0,0.0,10.17,2.55
1553,260491c0b,l2805031,0.0,0.0,0.0,0.0,15.26,3.83
1554,260535c0b,l3067507,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
1555,391745b0b,l2673300,0.0,0.0,9.73,2.44,0.0,0.0
1556,,m1008753,0.0,0.0,0.0,0.0,0.0,0.0
1557,355589b0b,l2691939,0.0,0.0,9.73,2.44,0.0,0.0
1558,355590b0b,l2860478,0.0,0.0,5.84,1.46,0.0,0.0
1559,207287b0b,l2711234,0.0,0.0,9.73,2.44,0.0,0.0
1560,207288b0b,l3198355,0.0,0.0,3.8899999999999997,0.97,0.0,0.0
1561,355591b0b,l2822858,0.0,0.0,9.73,2.44,0.0,0.0
1562,,l2876846,0.0,0.0,0.0,0.0,0.0,0.0
1563,323273b0b,l3048203,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
1564,391740b0b,l3048200,0.0,0.0,3.89,0.97,0.0,0.0
1565,,m1008733,0.0,0.0,0.0,0.0,0.0,0.0
1566,355587b0b,l3104114,0.0,0.0,9.73,2.44,0.0,0.0
1567,,m1009824,0.0,0.0,0.0,0.0,0.0,0.0
1568,,l2805037,0.0,0.0,0.0,0.0,0.0,0.0
1569,225533675b0b,l3225319,0.0,0.0,14.59,3.65,0.0,0.0
1570,391742b0b,l3048201,0.0,0.0,9.73,2.43,0.0,0.0
1571,355586b0b,l3254234,0.0,0.0,9.73,2.44,0.0,0.0
1572,,m1008743,0.0,0.0,0.0,0.0,0.0,0.0
1573,391738b0b,l3104115,0.0,0.0,3.89,0.98,0.0,0.0
1574,,m1008746,0.0,0.0,0.0,0.0,0.0,0.0
1575,391743b0b,l3141390,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
1576,,m1009843,0.0,0.0,0.0,0.0,0.0,0.0
1577,355602b0b,l3251806,0.0,0.0,5.84,1.46,0.0,0.0
1578,391756b0b,l2879079,0.0,0.0,5.84,1.47,0.0,0.0
1579,391757b0b,l2991917,0.0,0.0,3.89,0.9800000000000001,0.0,0.0
1580,302373b0b,l2766726,0.0,0.0,5.84,1.47,0.0,0.0
1581,,m1047442,0.0,0.0,0.0,0.0,0.0,0.0
1582,337698b0b,l3235250,0.0,0.0,3.89,0.9700000000000001,0.0,0.0
1583,,m1047447,0.0,0.0,0.0,0.0,0.0,0.0
1584,337699b0b,l2954349,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
1585,,m1047792,0.0,0.0,0.0,0.0,0.0,0.0
