name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln6660515-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.042976419,m3327097,l3448661,1,{'b'},False,False,12.47
ln6660514-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.079552412,m3327098,m3327097,1,{'b'},False,False,12.47
ln5588016-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.065451485,m4362181,l3254214,1,{'b'},False,False,12.47
ln5621848-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.010605545,n1136353,l2820535,1,{'b'},False,False,12.47
ln5746550-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.063648486,n1139256,l2973178,1,{'b'},False,False,12.47
ln6171504-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.004660397,p827542,m1026486,1,{'b'},False,False,12.47
ln5806921-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.007946199,p827555,m1047794,1,{'b'},False,False,12.47
ln5746550-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.009617215,p827576,n1139256,1,{'b'},False,False,12.47
ln5746706-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.032567448,p829979,m3036172,1,{'b'},False,False,12.47
ln6163946-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.014773005,p873787,m1069463,1,{'b'},False,False,12.47
ln6407207-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.008572852,m1069533,p895117,1,{'b'},False,False,12.47
ln6409780-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.005181141,p895117,m1069532,1,{'b'},False,False,12.47
ln5682333-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.025800735,p901905,l2804257,1,{'b'},False,False,12.47
ln6349077-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.037424079,p901912,l3195365,1,{'b'},False,False,12.47
ln5621848-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.016338844,p901927,n1136353,1,{'b'},False,False,12.47
ln5712475-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248102, 0.0], [0.0, 0.0, 0.0]]",0.004314915,m1069417,p901910,1,{'b'},False,False,12.47
ln5532786-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248101, 0.0], [0.0, 0.0, 0.0]]",0.016476581,m1069428,n1139257,1,{'b'},False,False,12.47
ln6229817-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248101, 0.0], [0.0, 0.0, 0.0]]",0.015769316,m1069544,l2804272,1,{'b'},False,False,12.47
ln5895801-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248101, 0.0], [0.0, 0.0, 0.0]]",0.038381882,m1069607,l2916617,1,{'b'},False,False,12.47
ln5621837-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248101, 0.0], [0.0, 0.0, 0.0]]",0.006240546,n1139252,l3122812,1,{'b'},False,False,12.47
ln5532786-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.80143645472481, 0.0], [0.0, 0.0, 0.0]]",0.027258449,n1139257,l3029518,1,{'b'},False,False,12.47
ln5621837-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.0320709378548931, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8014364547248102, 0.0], [0.0, 0.0, 0.0]]",0.006769205,p901910,n1139252,1,{'b'},False,False,12.47
ln5830952-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1105922072890497, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8472846150781161, 0.0], [0.0, 0.0, 0.0]]",0.010911417,m1108532,p895082,1,{'b'},False,False,12.47
ln6043468-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1105922072890495, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.847284615078116, 0.0], [0.0, 0.0, 0.0]]",0.026190339,n1142106,l2936213,1,{'b'},False,False,12.47
ln6043468-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1105922072890495, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8472846150781161, 0.0], [0.0, 0.0, 0.0]]",0.016748099,p895082,n1142106,1,{'b'},False,False,12.47
ln6411374-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.085522182,l2710516,l2691944,1,{'a'},False,False,12.47
ln6047596-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.065434629,l2785538,l2897793,1,{'a'},False,False,12.47
ln5712498-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.10091087,l2839305,m1166361,1,{'a'},False,False,12.47
ln6017298-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.10690433,l2841627,l3254216,1,{'a'},False,False,12.47
ln5894312-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.059455633,l2879075,l3251830,1,{'a'},False,False,12.47
ln6260017-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.896829709606478, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.094311614,l2897792,l2785538,1,{'a'},False,False,12.47
ln5533838-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.059482933,l2992656,m1166356,1,{'a'},False,False,12.47
ln6169254-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.01467491,l3085402,m1026394,1,{'a'},False,False,12.47
ln6198049-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12639188,l3120502,m1026792,1,{'a'},False,False,12.47
ln6108149-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.1036739,l3122826,m1047358,1,{'a'},False,False,12.47
ln6320339-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.18831853,l3216348,l2841627,1,{'a'},False,False,12.47
ln5835147-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.094484146,m1026387,l3085402,1,{'a'},False,False,12.47
ln6199040-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.11787265,m1026773,l3195751,1,{'a'},False,False,12.47
ln6260001-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12405979,m1026906,l2916598,1,{'a'},False,False,12.47
ln6411393-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.097829025,m1026906,l3048212,1,{'a'},False,False,12.47
ln5683857-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.18404514,m1026906,l2691973,1,{'a'},False,False,12.47
ln5776666-1,line,3,"[[1.6338162917567172, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.010933434,m1026960,m1026961,1,{'a'},False,False,12.47
ln6262263-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.085765659,m1026961,l2710516,1,{'a'},False,False,12.47
ln5986934-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.090951975,m1047358,l2897781,1,{'a'},False,False,12.47
ln5472359-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.029235554,m1047406,l3216348,1,{'a'},False,False,12.47
ln5895779-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.048365479,m1047432,l2879075,1,{'a'},False,False,12.47
ln5504712-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.012589326,m1047480,p827504,1,{'a'},False,False,12.47
ln5661951-2,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009816906,m1047593,n1136993,1,{'a'},False,False,12.47
ln5835136-2,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.01970161,m1047737,n1137988,1,{'a'},False,False,12.47
ln5623393-1,line,3,"[[1.6338162917567172, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.039259698,m1069154,l2804251,1,{'a'},False,False,12.47
ln6171506-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.007246943,m1069514,p827548,1,{'a'},False,False,12.47
ln6015794-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.061331211,m1089205,m1089200,1,{'a'},False,False,12.47
ln6198041-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.069077186,m1166361,l2692661,1,{'a'},False,False,12.47
ln6015890-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.016819469,m1166361,l2989600,1,{'a'},False,False,12.47
ln6046058-1,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.059581348,m1166369,l2839305,1,{'a'},False,False,12.47
ln6049964-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.004170601,m1166369,p829978,1,{'a'},False,False,12.47
ln5594243-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.010262399,m1166373,m1166369,1,{'a'},False,False,12.47
ln6320341-2,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.11890115,m3037452,m1026387,1,{'a'},False,False,12.47
ln5776669-3,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.007062513,n1136368,l2897792,1,{'a'},False,False,12.47
ln5661951-3,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.021517913,n1136993,l2972930,1,{'a'},False,False,12.47
ln6201695-3,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.044033875,n1137957,l3104119,1,{'a'},False,False,12.47
ln5835136-3,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064778, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.040901181,n1137988,l2991908,1,{'a'},False,False,12.47
ln6201695-2,line,3,"[[1.6338162917567174, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009220193,p827504,n1137957,1,{'a'},False,False,12.47
ln5776669-2,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.007678207,p827548,n1136368,1,{'a'},False,False,12.47
ln5989332-1,line,3,"[[1.6338162917567176, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8968297096064779, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.055447271,p829978,l2992656,1,{'a'},False,False,12.47
ln6506313-4,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.001984866,l2897778,m3037452,1,{'a'},False,False,12.47
ln6229806-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.057734628,l2954354,l2673321,1,{'a'},False,False,12.47
ln5744339-1,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.085291161,l2991919,m1026361,1,{'a'},False,False,12.47
ln5835146-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.061118497,l3104131,m1026377,1,{'a'},False,False,12.47
ln5532756-1,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12762474,l3104133,m1047323,1,{'a'},False,False,12.47
ln6140777-1,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009336879,m1026341,p827531,1,{'a'},False,False,12.47
ln6411389-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009411782,m1026343,m1026344,1,{'a'},False,False,12.47
ln5593238-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12915597,m1026344,l2991919,1,{'a'},False,False,12.47
ln5744340-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.069964337,m1026361,m1026366,1,{'a'},False,False,12.47
ln5593237-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.093656801,m1026366,l3104131,1,{'a'},False,False,12.47
ln5653466-1,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12725195,m1026377,l3048210,1,{'a'},False,False,12.47
ln5562936-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.058065781,m1026377,m1026378,1,{'a'},False,False,12.47
ln6506312-2,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.089714651,m1026378,l2897778,1,{'a'},False,False,12.47
ln6014135-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.004144648,m1047312,p893163,1,{'a'},False,False,12.47
ln6301772-2,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.019319939,m1047314,n1137961,1,{'a'},False,False,12.47
ln5653468-1,line,3,"[[1.6312417576485099, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.040115276,m1047323,l3010569,1,{'a'},False,False,12.47
ln6301772-3,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.123164,n1137961,l3104133,1,{'a'},False,False,12.47
ln5746547-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.006206339,p827531,m1026343,1,{'a'},False,False,12.47
ln5741249-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.003926085,p893163,m1047314,1,{'a'},False,False,12.47
ln6073648-1,line,3,"[[1.630924699065934, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8612211167230333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.007739728,m1047339,p895104,1,{'a'},False,False,12.47
ln5561444-1,line,3,"[[1.6309246990659338, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8612211167230333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.047166826,m1125988,l2898457,1,{'a'},False,False,12.47
ln5528572-3,line,3,"[[1.6309246990659338, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8612211167230333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.10468511,n1139537,l3122826,1,{'a'},False,False,12.47
ln5528572-2,line,3,"[[1.6309246990659338, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8612211167230334, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.01423113,p895104,n1139537,1,{'a'},False,False,12.47
ln5895784-1,line,3,"[[1.5399215831794884, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.7626213174521841, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.052752414,l3010569,m1047335,1,{'a'},False,False,12.47
ln5895785-1,line,3,"[[1.6622744618389786, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9672017191556133, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.042786809,l2710520,m1069131,1,{'a'},False,False,12.47
ln6505948-2,line,3,"[[1.6772307324965752, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9324108992530388, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.099696487,l2673317,l2710517,1,{'a'},False,False,12.47
ln5683814-1,line,3,"[[1.6772307324965752, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9324108992530387, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.062602865,l2804252,l3195310,1,{'a'},False,False,12.47
ln6290229-1,line,3,"[[1.6772307324965752, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9324108992530387, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.025586266,l2897793,m1069521,1,{'a'},False,False,12.47
