name,bus,P1,Q1,P2,Q2,P3,Q3
,n1140523,0.0,0.0,0.0,0.0,0.0,0.0
,p827511,0.0,0.0,0.0,0.0,0.0,0.0
,m1026898,0.0,0.0,0.0,0.0,0.0,0.0
,n1147863,0.0,0.0,0.0,0.0,0.0,0.0
,m1027014,0.0,0.0,0.0,0.0,0.0,0.0
293424c0b,l2766750,0.0,0.0,0.0,0.0,15.260000000000002,3.83
,l2766728,0.0,0.0,0.0,0.0,0.0,0.0
,m1047318,0.0,0.0,0.0,0.0,0.0,0.0
,l2841637,0.0,0.0,0.0,0.0,10.17,2.55
,m1047478,0.0,0.0,0.0,0.0,0.0,0.0
,l2766716,0.0,0.0,0.0,0.0,6.1,1.53
,p827505,0.0,0.0,0.0,0.0,0.0,0.0
,p901913,0.0,0.0,0.0,0.0,0.0,0.0
,p827512,0.0,0.0,0.0,0.0,0.0,0.0
338915c0b,l2954345,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,n1137987,0.0,0.0,0.0,0.0,0.0,0.0
,n1137989,0.0,0.0,0.0,0.0,0.0,0.0
,l2841638,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3254210,0.0,0.0,0.0,0.0,6.1,1.53
,l3010565,0.0,0.0,0.0,0.0,4.07,1.02
138372c0b,l3104126,0.0,0.0,0.0,0.0,4.07,1.02
302812c0b,l2691945,0.0,0.0,0.0,0.0,10.17,2.55
,m1069218,0.0,0.0,0.0,0.0,0.0,0.0
302805c0b,l2954351,0.0,0.0,0.0,0.0,6.1,1.52
337643c0b,l2897806,0.0,0.0,0.0,0.0,6.1,1.53
,p901932,0.0,0.0,0.0,0.0,0.0,0.0
,m3037540,0.0,0.0,0.0,0.0,0.0,0.0
,l2935550,0.0,0.0,0.0,0.0,10.17,2.55
,m1089163,0.0,0.0,0.0,0.0,0.0,0.0
337623c0b,l3197626,0.0,0.0,0.0,0.0,6.1,1.53
337624c0b,l3066807,0.0,0.0,0.0,0.0,4.07,1.02
,l3197627,0.0,0.0,0.0,0.0,10.17,2.55
,l3085392,0.0,0.0,0.0,0.0,6.1,1.53
,p860843,0.0,0.0,0.0,0.0,0.0,0.0
,l2935552,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,m1108334,0.0,0.0,0.0,0.0,0.0,0.0
351021c0b,l2692664,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
274987c0b,l2916605,0.0,0.0,0.0,0.0,6.1,1.52
,l3085394,0.0,0.0,0.0,0.0,6.1,1.53
,m1108350,0.0,0.0,0.0,0.0,0.0,0.0
,m1108360,0.0,0.0,0.0,0.0,0.0,0.0
,l3048968,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
337627c0b,l3085393,0.0,0.0,0.0,0.0,10.17,2.55
,m1108524,0.0,0.0,0.0,0.0,0.0,0.0
,n1136031,0.0,0.0,0.0,0.0,0.0,0.0
,p829796,0.0,0.0,0.0,0.0,0.0,0.0
,p895107,0.0,0.0,0.0,0.0,0.0,0.0
,l3179608,0.0,0.0,0.0,0.0,15.26,3.83
,l2730107,0.0,0.0,0.0,0.0,10.17,2.54
,p829962,0.0,0.0,0.0,0.0,0.0,0.0
,m1142833,0.0,0.0,0.0,0.0,0.0,0.0
,m1142835,0.0,0.0,0.0,0.0,0.0,0.0
,l3104853,0.0,0.0,0.0,0.0,10.17,2.55
,n1141480,0.0,0.0,0.0,0.0,0.0,0.0
,p829975,0.0,0.0,0.0,0.0,0.0,0.0
,l3048966,0.0,0.0,0.0,0.0,6.1,1.52
260622c0b,l3198347,0.0,0.0,0.0,0.0,6.1,1.53
,l3048946,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,m1166398,0.0,0.0,0.0,0.0,0.0,0.0
251865c0b,l3142050,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
,m1209795,0.0,0.0,0.0,0.0,0.0,0.0
,l2936268,0.0,0.0,0.0,0.0,6.1,1.52
,l2839332,0.0,0.0,0.0,0.0,0.0,0.0
,l3197642,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3217052,0.0,0.0,0.0,0.0,10.17,2.55
260532c0b,l3086074,0.0,0.0,0.0,0.0,6.1,1.53
,l2822862,0.0,0.0,0.0,0.0,6.1,1.53
,m4113345,0.0,0.0,0.0,0.0,0.0,0.0
338944c0b,l3197640,0.0,0.0,0.0,0.0,4.069999999999999,1.02
339044c0b,l3197625,0.0,0.0,0.0,0.0,6.1,1.53
,n1136359,0.0,0.0,0.0,0.0,0.0,0.0
226193838c0b,l3008237,0.0,0.0,0.0,0.0,10.17,2.55
,n1136994,0.0,0.0,0.0,0.0,0.0,0.0
,l2785521,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
,n1137958,0.0,0.0,0.0,0.0,0.0,0.0
,l3122814,0.0,0.0,0.0,0.0,6.1,1.52
294786c0b,l2766724,0.0,0.0,0.0,0.0,6.1,1.53
,n1140527,0.0,0.0,0.0,0.0,0.0,0.0
,p895113,0.0,0.0,0.0,0.0,0.0,0.0
,n1142107,0.0,0.0,0.0,0.0,0.0,0.0
,p859694,0.0,0.0,0.0,0.0,0.0,0.0
,n1140821,0.0,0.0,0.0,0.0,0.0,0.0
,l3189188,0.0,0.0,0.0,0.0,20.34,5.1
337714c0b,l3254209,0.0,0.0,0.0,0.0,15.26,3.82
138374c0b,l2691950,0.0,0.0,0.0,0.0,10.169999999999998,2.5500000000000003
,l2916609,0.0,0.0,0.0,0.0,6.1,1.53
,l2710509,0.0,0.0,0.0,0.0,6.1,1.53
,m1108364,0.0,0.0,0.0,0.0,0.0,0.0
,l2727795,0.0,0.0,0.0,0.0,6.1,1.53
,l2972704,0.0,0.0,0.0,0.0,6.1,1.53
,m4122657,0.0,0.0,0.0,0.0,0.0,0.0
,l3235245,0.0,0.0,0.0,0.0,6.1,1.53
321886c0b,l2766746,0.0,0.0,0.0,0.0,10.17,2.55
,m1027073,0.0,0.0,0.0,0.0,0.0,0.0
226191778c0b,l2820528,0.0,0.0,0.0,0.0,10.17,2.55
,l2745799,0.0,0.0,0.0,0.0,10.17,2.55
,l3066806,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
21399171c0b,l2822870,0.0,0.0,0.0,0.0,6.1,1.53
21399220c0b,l2766725,0.0,0.0,0.0,0.0,6.1,1.53
2127090c0b,l2954352,0.0,0.0,0.0,0.0,10.17,2.55
21395720c0b,l2860492,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
321893c0b,l2841645,0.0,0.0,0.0,0.0,10.17,2.54
,l3066829,0.0,0.0,0.0,0.0,10.17,2.55
,l2895496,0.0,0.0,0.0,0.0,0.0,0.0
,m1142873,0.0,0.0,0.0,0.0,0.0,0.0
,l3778577,0.0,0.0,0.0,0.0,10.17,2.54
21357984c0b,l2897790,0.0,0.0,0.0,0.0,10.17,2.54
441854c0b,l2935566,0.0,0.0,0.0,0.0,10.17,2.55
226192890c0b,l2933120,0.0,0.0,0.0,0.0,15.26,3.83
338964c0b,l3104117,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
227411650c0b,l2937757,0.0,0.0,0.0,0.0,10.17,2.55
,l3067448,0.0,0.0,0.0,0.0,10.17,2.55
356797c0b,l2955006,0.0,0.0,0.0,0.0,10.17,2.55
,l2692600,0.0,0.0,0.0,0.0,10.17,2.55
2212371533c0b,l3263051,0.0,0.0,0.0,0.0,10.170000000000002,2.55
,l2897775,0.0,0.0,0.0,0.0,10.17,2.55
338966c0b,l3029505,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
338967c0b,l2673318,0.0,0.0,0.0,0.0,10.17,2.55
,l3048228,0.0,0.0,0.0,0.0,10.17,2.55
,l2991940,0.0,0.0,0.0,0.0,6.1,1.53
,l2763407,0.0,0.0,0.0,0.0,10.17,2.55
,m1069494,0.0,0.0,0.0,0.0,0.0,0.0
,l3104118,0.0,0.0,0.0,0.0,15.260000000000002,3.83
321891c0b,l2748126,0.0,0.0,0.0,0.0,10.170000000000002,2.55
337655c0b,l3141396,0.0,0.0,0.0,0.0,6.1,1.53
,l3066808,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3235251,0.0,0.0,0.0,0.0,6.1,1.53
,l3160862,0.0,0.0,0.0,0.0,6.1,1.53
,l3104850,0.0,0.0,0.0,0.0,10.170000000000002,2.55
338932c0b,l3197661,0.0,0.0,0.0,0.0,6.1,1.53
21397121c0b,l3122848,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
350993c0b,l3198356,0.0,0.0,0.0,0.0,6.1,1.53
,m1108345,0.0,0.0,0.0,0.0,0.0,0.0
,l3235241,0.0,0.0,0.0,0.0,10.17,2.55
,l2691941,0.0,0.0,0.0,0.0,10.17,2.55
,l3235242,0.0,0.0,0.0,0.0,10.17,2.55
,m1089195,0.0,0.0,0.0,0.0,0.0,0.0
,l3235267,0.0,0.0,0.0,0.0,10.17,2.55
,m1027068,0.0,0.0,0.0,0.0,0.0,0.0
,l3254219,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,l3254220,0.0,0.0,0.0,0.0,10.17,2.55
,m1125943,0.0,0.0,0.0,0.0,0.0,0.0
,m1069199,0.0,0.0,0.0,0.0,0.0,0.0
2224061203c0b,l3552667,0.0,0.0,0.0,0.0,10.17,2.55
2149184c0b,l3141395,0.0,0.0,0.0,0.0,10.17,2.55
,l2879092,0.0,0.0,0.0,0.0,10.170000000000002,2.54
,n1141475,0.0,0.0,0.0,0.0,0.0,0.0
,n1140832,0.0,0.0,0.0,0.0,0.0,0.0
,m1026705,0.0,0.0,0.0,0.0,0.0,0.0
293666c0b,l2710532,0.0,0.0,0.0,0.0,4.07,1.02
,n1140829,0.0,0.0,0.0,0.0,0.0,0.0
,n1140822,0.0,0.0,0.0,0.0,0.0,0.0
,p827561,0.0,0.0,0.0,0.0,0.0,0.0
,n1140522,0.0,0.0,0.0,0.0,0.0,0.0
,n1140520,0.0,0.0,0.0,0.0,0.0,0.0
,n1147860,0.0,0.0,0.0,0.0,0.0,0.0
,n1147861,0.0,0.0,0.0,0.0,0.0,0.0
355943c0b,l2785529,0.0,0.0,0.0,0.0,10.17,2.55
,p895409,0.0,0.0,0.0,0.0,0.0,0.0
,m1026895,0.0,0.0,0.0,0.0,0.0,0.0
,l3270853,0.0,0.0,0.0,0.0,0.0,0.0
2099529c0b,l3235268,0.0,0.0,0.0,0.0,10.17,2.55
,m1027066,0.0,0.0,0.0,0.0,0.0,0.0
,m1027071,0.0,0.0,0.0,0.0,0.0,0.0
,l2879089,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
293427c0b,l3104157,0.0,0.0,0.0,0.0,10.17,2.55
,l3254205,0.0,0.0,0.0,0.0,10.17,2.55
2129399c0b,l2991921,0.0,0.0,0.0,0.0,10.17,2.55
,n1136661,0.0,0.0,0.0,0.0,0.0,0.0
,n1137996,0.0,0.0,0.0,0.0,0.0,0.0
21396606c0b,l2785525,0.0,0.0,0.0,0.0,10.17,2.54
,l3085400,0.0,0.0,0.0,0.0,10.17,2.55
,m1069312,0.0,0.0,0.0,0.0,0.0,0.0
,m1069335,0.0,0.0,0.0,0.0,0.0,0.0
,p827564,0.0,0.0,0.0,0.0,0.0,0.0
,m1069348,0.0,0.0,0.0,0.0,0.0,0.0
,m1069356,0.0,0.0,0.0,0.0,0.0,0.0
,m1069363,0.0,0.0,0.0,0.0,0.0,0.0
,m1069364,0.0,0.0,0.0,0.0,0.0,0.0
,m1069365,0.0,0.0,0.0,0.0,0.0,0.0
275008c0b,l3235243,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,m1069437,0.0,0.0,0.0,0.0,0.0,0.0
,n1139259,0.0,0.0,0.0,0.0,0.0,0.0
,n1139258,0.0,0.0,0.0,0.0,0.0,0.0
,p827575,0.0,0.0,0.0,0.0,0.0,0.0
,p827507,0.0,0.0,0.0,0.0,0.0,0.0
,m1069489,0.0,0.0,0.0,0.0,0.0,0.0
226194262c0b,l2745806,0.0,0.0,0.0,0.0,10.17,2.55
,m1069548,0.0,0.0,0.0,0.0,0.0,0.0
,n1136358,0.0,0.0,0.0,0.0,0.0,0.0
,n1136357,0.0,0.0,0.0,0.0,0.0,0.0
,p901931,0.0,0.0,0.0,0.0,0.0,0.0
,p860892,0.0,0.0,0.0,0.0,0.0,0.0
,l3029497,0.0,0.0,0.0,0.0,4.07,1.02
,l2673306,0.0,0.0,0.0,0.0,10.170000000000002,2.55
,l3141393,0.0,0.0,0.0,0.0,10.17,2.55
,p895089,0.0,0.0,0.0,0.0,0.0,0.0
21393486c0b,l2898526,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l2875754,0.0,0.0,0.0,0.0,20.34,5.1
,m1108347,0.0,0.0,0.0,0.0,0.0,0.0
,m1108355,0.0,0.0,0.0,0.0,0.0,0.0
,m1108352,0.0,0.0,0.0,0.0,0.0,0.0
,m1108356,0.0,0.0,0.0,0.0,0.0,0.0
,l2842390,0.0,0.0,0.0,0.0,6.1,1.52
,l2674052,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
2128007c0b,l2897766,0.0,0.0,0.0,0.0,10.17,2.55
337628c0b,l2897770,0.0,0.0,0.0,0.0,10.17,2.55
,m1108375,0.0,0.0,0.0,0.0,0.0,0.0
2147899c0b,l3160793,0.0,0.0,0.0,0.0,6.1,1.53
,m1108508,0.0,0.0,0.0,0.0,0.0,0.0
,l3097861,0.0,0.0,0.0,0.0,4.07,1.02
,m1108514,0.0,0.0,0.0,0.0,0.0,0.0
,m1108520,0.0,0.0,0.0,0.0,0.0,0.0
,l2804277,0.0,0.0,0.0,0.0,10.17,2.55
,p895075,0.0,0.0,0.0,0.0,0.0,0.0
,m1125974,0.0,0.0,0.0,0.0,0.0,0.0
,m1125979,0.0,0.0,0.0,0.0,0.0,0.0
21386065c0b,l2917255,0.0,0.0,0.0,0.0,10.17,2.55
,p895111,0.0,0.0,0.0,0.0,0.0,0.0
,m1166358,0.0,0.0,0.0,0.0,0.0,0.0
21390038c0b,l3030205,0.0,0.0,0.0,0.0,10.17,2.55
,m1166364,0.0,0.0,0.0,0.0,0.0,0.0
,l3179637,0.0,0.0,0.0,0.0,15.26,3.83
,n1138606,0.0,0.0,0.0,0.0,0.0,0.0
,l3027124,0.0,0.0,0.0,0.0,10.17,2.55
339017c0b,l2729423,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
,n1137956,0.0,0.0,0.0,0.0,0.0,0.0
,l3178979,0.0,0.0,0.0,0.0,15.26,3.82
,n1137998,0.0,0.0,0.0,0.0,0.0,0.0
21474614c0b,l2710543,0.0,0.0,0.0,0.0,10.17,2.55
,n1139543,0.0,0.0,0.0,0.0,0.0,0.0
338943c0b,l2729410,0.0,0.0,0.0,0.0,10.17,2.55
,l2935560,0.0,0.0,0.0,0.0,6.1,1.52
,l2841631,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,m1009655,0.0,0.0,0.0,0.0,0.0,0.0
227896008c0b,l3177881,0.0,0.0,0.0,0.0,10.17,2.55
2120183c0b,l3122818,0.0,0.0,0.0,0.0,10.17,2.55
,p1197121,0.0,0.0,0.0,0.0,0.0,0.0
260569c0b,l3104796,0.0,0.0,0.0,0.0,10.17,2.55
260491c0b,l2805031,0.0,0.0,0.0,0.0,15.26,3.83
,l3067507,0.0,0.0,0.0,0.0,15.26,3.8200000000000003
391745b0b,l2673300,0.0,0.0,9.73,2.44,0.0,0.0
,m1008753,0.0,0.0,0.0,0.0,0.0,0.0
355589b0b,l2691939,0.0,0.0,9.73,2.44,0.0,0.0
,l2860478,0.0,0.0,5.84,1.46,0.0,0.0
,l2711234,0.0,0.0,9.73,2.44,0.0,0.0
,l3198355,0.0,0.0,3.8899999999999997,0.97,0.0,0.0
355591b0b,l2822858,0.0,0.0,9.73,2.44,0.0,0.0
,l2876846,0.0,0.0,0.0,0.0,0.0,0.0
,l3048203,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
391740b0b,l3048200,0.0,0.0,3.89,0.97,0.0,0.0
,m1008733,0.0,0.0,0.0,0.0,0.0,0.0
,l3104114,0.0,0.0,9.73,2.44,0.0,0.0
,m1009824,0.0,0.0,0.0,0.0,0.0,0.0
,l2805037,0.0,0.0,0.0,0.0,0.0,0.0
,l3225319,0.0,0.0,14.59,3.65,0.0,0.0
391742b0b,l3048201,0.0,0.0,9.73,2.43,0.0,0.0
,l3254234,0.0,0.0,9.73,2.44,0.0,0.0
,m1008743,0.0,0.0,0.0,0.0,0.0,0.0
391738b0b,l3104115,0.0,0.0,3.89,0.98,0.0,0.0
,m1008746,0.0,0.0,0.0,0.0,0.0,0.0
,l3141390,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,m1009843,0.0,0.0,0.0,0.0,0.0,0.0
355602b0b,l3251806,0.0,0.0,5.84,1.46,0.0,0.0
391756b0b,l2879079,0.0,0.0,5.84,1.47,0.0,0.0
,l2991917,0.0,0.0,3.89,0.9800000000000001,0.0,0.0
,l2766726,0.0,0.0,5.84,1.47,0.0,0.0
,m1047442,0.0,0.0,0.0,0.0,0.0,0.0
337698b0b,l3235250,0.0,0.0,3.89,0.9700000000000001,0.0,0.0
,m1047447,0.0,0.0,0.0,0.0,0.0,0.0
337699b0b,l2954349,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,m1047792,0.0,0.0,0.0,0.0,0.0,0.0
,m1047794,0.0,0.0,0.0,0.0,0.0,0.0
,m1069543,0.0,0.0,0.0,0.0,0.0,0.0
,m1069557,0.0,0.0,0.0,0.0,0.0,0.0
,m1108302,0.0,0.0,0.0,0.0,0.0,0.0
,l3236011,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,m1125978,0.0,0.0,0.0,0.0,0.0,0.0
,l3254869,0.0,0.0,5.84,1.46,0.0,0.0
,l2710537,0.0,0.0,9.73,2.44,0.0,0.0
,m1008752,0.0,0.0,0.0,0.0,0.0,0.0
,l2879072,0.0,0.0,5.84,1.46,0.0,0.0
,m1047441,0.0,0.0,0.0,0.0,0.0,0.0
,l2989596,0.0,0.0,0.0,0.0,0.0,0.0
,l2822873,0.0,0.0,3.89,0.97,0.0,0.0
,m1008758,0.0,0.0,0.0,0.0,0.0,0.0
,m1047444,0.0,0.0,0.0,0.0,0.0,0.0
,m1069535,0.0,0.0,0.0,0.0,0.0,0.0
,l3104120,0.0,0.0,5.84,1.46,0.0,0.0
,l2954338,0.0,0.0,9.73,2.44,0.0,0.0
,l2710514,0.0,0.0,9.73,2.44,0.0,0.0
,m1047787,0.0,0.0,0.0,0.0,0.0,0.0
260500b0b,l2711224,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
,m1125905,0.0,0.0,0.0,0.0,0.0,0.0
,m1026308,0.0,0.0,0.0,0.0,0.0,0.0
,l2897800,0.0,0.0,3.89,0.97,0.0,0.0
,m1047809,0.0,0.0,0.0,0.0,0.0,0.0
323247b0b,l2935553,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,m1026987,0.0,0.0,0.0,0.0,0.0,0.0
226193361b0b,l3157710,0.0,0.0,5.84,1.46,0.0,0.0
,m1047793,0.0,0.0,0.0,0.0,0.0,0.0
391737b0b,l2804247,0.0,0.0,9.73,2.44,0.0,0.0
,m1047777,0.0,0.0,0.0,0.0,0.0,0.0
323250b0b,l2748131,0.0,0.0,5.84,1.47,0.0,0.0
,m1047812,0.0,0.0,0.0,0.0,0.0,0.0
,m4350438,0.0,0.0,0.0,0.0,0.0,0.0
,m1047819,0.0,0.0,0.0,0.0,0.0,0.0
,m1047821,0.0,0.0,0.0,0.0,0.0,0.0
,l2684420,0.0,0.0,5.84,1.46,0.0,0.0
138294b0b,l2785516,0.0,0.0,5.84,1.47,0.0,0.0
260502b0b,l2748839,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
260501b0b,l3142098,0.0,0.0,9.73,2.44,0.0,0.0
260503b0b,l2917310,0.0,0.0,5.84,1.47,0.0,0.0
,l2916610,0.0,0.0,9.73,2.44,0.0,0.0
355601b0b,l2673326,0.0,0.0,5.84,1.47,0.0,0.0
,l2691938,0.0,0.0,9.73,2.44,0.0,0.0
21470122b0b,l2673343,0.0,0.0,5.84,1.47,0.0,0.0
,l2764436,0.0,0.0,0.0,0.0,0.0,0.0
,m1047824,0.0,0.0,0.0,0.0,0.0,0.0
,m1009840,0.0,0.0,0.0,0.0,0.0,0.0
,l2710512,0.0,0.0,9.73,2.44,0.0,0.0
,m1047828,0.0,0.0,0.0,0.0,0.0,0.0
,l2710513,0.0,0.0,3.89,0.98,0.0,0.0
,p827553,0.0,0.0,0.0,0.0,0.0,0.0
,l2726974,0.0,0.0,9.729999999999999,2.44,0.0,0.0
,l2916618,0.0,0.0,14.59,3.66,0.0,0.0
,l2729409,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,l2841624,0.0,0.0,5.84,1.47,0.0,0.0
323249b0b,l2729427,0.0,0.0,5.84,1.46,0.0,0.0
,m1047786,0.0,0.0,0.0,0.0,0.0,0.0
,l3254212,0.0,0.0,14.59,3.65,0.0,0.0
323245b0b,l2785512,0.0,0.0,9.73,2.44,0.0,0.0
,m1047813,0.0,0.0,0.0,0.0,0.0,0.0
,m1108274,0.0,0.0,0.0,0.0,0.0,0.0
275247b0b,l2786273,0.0,0.0,9.73,2.44,0.0,0.0
,m1108278,0.0,0.0,0.0,0.0,0.0,0.0
,l2801896,0.0,0.0,5.84,1.46,0.0,0.0
,m1009839,0.0,0.0,0.0,0.0,0.0,0.0
,l2804269,0.0,0.0,9.73,2.44,0.0,0.0
323286b0b,l2989564,0.0,0.0,5.84,1.47,0.0,0.0
,l3104145,0.0,0.0,5.84,1.46,0.0,0.0
,m1069412,0.0,0.0,0.0,0.0,0.0,0.0
,l2879767,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
260495b0b,l2767407,0.0,0.0,3.89,0.98,0.0,0.0
323243b0b,l2897765,0.0,0.0,5.84,1.46,0.0,0.0
323282b0b,l2897791,0.0,0.0,14.59,3.66,0.0,0.0
,m1069613,0.0,0.0,0.0,0.0,0.0,0.0
339016b0b,l3235273,0.0,0.0,9.73,2.43,0.0,0.0
,l2935568,0.0,0.0,5.840000000000001,1.47,0.0,0.0
323279b0b,l3235246,0.0,0.0,5.84,1.46,0.0,0.0
157715b0b,l2936275,0.0,0.0,3.89,0.97,0.0,0.0
,l3179674,0.0,0.0,9.73,2.44,0.0,0.0
,m1009828,0.0,0.0,0.0,0.0,0.0,0.0
391739b0b,l2954339,0.0,0.0,9.73,2.44,0.0,0.0
323397b0b,l2954346,0.0,0.0,9.73,2.44,0.0,0.0
,m1047831,0.0,0.0,0.0,0.0,0.0,0.0
21383494b0b,l2954361,0.0,0.0,9.73,2.44,0.0,0.0
,m1069627,0.0,0.0,0.0,0.0,0.0,0.0
,l2955005,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,m1108372,0.0,0.0,0.0,0.0,0.0,0.0
,l2973152,0.0,0.0,9.73,2.43,0.0,0.0
226163575b0b,l2989432,0.0,0.0,9.73,2.43,0.0,0.0
,l3066830,0.0,0.0,9.729999999999999,2.44,0.0,0.0
,l2991902,0.0,0.0,9.73,2.44,0.0,0.0
,l2991910,0.0,0.0,5.84,1.47,0.0,0.0
,l3029506,0.0,0.0,3.89,0.98,0.0,0.0
,m1047518,0.0,0.0,0.0,0.0,0.0,0.0
355606b0b,l3029510,0.0,0.0,5.84,1.47,0.0,0.0
323237b0b,l3048199,0.0,0.0,5.84,1.47,0.0,0.0
,m1047837,0.0,0.0,0.0,0.0,0.0,0.0
,l3048207,0.0,0.0,5.84,1.46,0.0,0.0
,m3036164,0.0,0.0,0.0,0.0,0.0,0.0
337693b0b,l3066813,0.0,0.0,5.84,1.47,0.0,0.0
,l3197660,0.0,0.0,9.73,2.44,0.0,0.0
260457b0b,l3086079,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
260458b0b,l2936276,0.0,0.0,3.89,0.98,0.0,0.0
323391b0b,l3159037,0.0,0.0,14.59,3.66,0.0,0.0
,m1069738,0.0,0.0,0.0,0.0,0.0,0.0
355603b0b,l3160108,0.0,0.0,14.59,3.66,0.0,0.0
,l3160117,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,l3215549,0.0,0.0,9.73,2.44,0.0,0.0
355596b0b,l3178969,0.0,0.0,5.84,1.46,0.0,0.0
355597b0b,l2729401,0.0,0.0,5.84,1.46,0.0,0.0
323399b0b,l3178974,0.0,0.0,5.84,1.47,0.0,0.0
,m3327098,0.0,0.0,0.0,0.0,0.0,0.0
323235b0b,l3197624,0.0,0.0,1.9500000000000002,0.49,0.0,0.0
,m1027101,0.0,0.0,0.0,0.0,0.0,0.0
,m1026339,0.0,0.0,0.0,0.0,0.0,0.0
,l3198358,0.0,0.0,14.59,3.66,0.0,0.0
138798b0b,l3104859,0.0,0.0,5.84,1.46,0.0,0.0
,l3216361,0.0,0.0,9.73,2.44,0.0,0.0
,l2729434,0.0,0.0,5.84,1.47,0.0,0.0
323388b0b,l3234185,0.0,0.0,9.73,2.44,0.0,0.0
,l3065750,0.0,0.0,9.73,2.44,0.0,0.0
338998b0b,l3254229,0.0,0.0,9.73,2.44,0.0,0.0
391741b0b,l3216339,0.0,0.0,9.73,2.44,0.0,0.0
,l3085389,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,m1026307,0.0,0.0,0.0,0.0,0.0,0.0
355358b0b,l2673322,0.0,0.0,3.89,0.97,0.0,0.0
,l2766730,0.0,0.0,5.84,1.46,0.0,0.0
,m1009771,0.0,0.0,0.0,0.0,0.0,0.0
,l2914323,0.0,0.0,3.89,0.97,0.0,0.0
,m1009827,0.0,0.0,0.0,0.0,0.0,0.0
,m1009832,0.0,0.0,0.0,0.0,0.0,0.0
355593b0b,l2766715,0.0,0.0,5.84,1.46,0.0,0.0
355595b0b,l2860479,0.0,0.0,3.8899999999999997,0.97,0.0,0.0
,m1009838,0.0,0.0,0.0,0.0,0.0,0.0
,m1009834,0.0,0.0,0.0,0.0,0.0,0.0
,l2804245,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
354851b0b,l2991901,0.0,0.0,9.73,2.44,0.0,0.0
,l3216338,0.0,0.0,9.73,2.44,0.0,0.0
,m1009855,0.0,0.0,0.0,0.0,0.0,0.0
355607b0b,l2991927,0.0,0.0,9.73,2.44,0.0,0.0
391746b0b,l3085388,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
391750b0b,l2897764,0.0,0.0,9.729999999999999,2.4299999999999997,0.0,0.0
391749b0b,l2991918,0.0,0.0,9.73,2.44,0.0,0.0
,l2785526,0.0,0.0,5.84,1.47,0.0,0.0
302367b0b,l2766727,0.0,0.0,5.84,1.46,0.0,0.0
,n1140820,0.0,0.0,0.0,0.0,0.0,0.0
,l2876847,0.0,0.0,0.0,0.0,0.0,0.0
,m1026969,0.0,0.0,0.0,0.0,0.0,0.0
,l2879066,0.0,0.0,5.840000000000001,1.47,0.0,0.0
,m1026990,0.0,0.0,0.0,0.0,0.0,0.0
,m1026989,0.0,0.0,0.0,0.0,0.0,0.0
,m1027001,0.0,0.0,0.0,0.0,0.0,0.0
,m1027004,0.0,0.0,0.0,0.0,0.0,0.0
321858b0b,l3122815,0.0,0.0,5.84,1.46,0.0,0.0
337696b0b,l3197635,0.0,0.0,5.84,1.46,0.0,0.0
337697b0b,l2804258,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
337700b0b,l2766722,0.0,0.0,9.73,2.44,0.0,0.0
,l3214064,0.0,0.0,0.0,0.0,0.0,0.0
,m1047725,0.0,0.0,0.0,0.0,0.0,0.0
,m1047728,0.0,0.0,0.0,0.0,0.0,0.0
,l2804255,0.0,0.0,9.73,2.44,0.0,0.0
